Date,Time,GPS,GSpd(kmh),Hdg(Â°),Alt(m),Sats,VSpd(m/s),Ptch(rad),Roll(rad),Yaw(rad),RxBt(V),Curr(A),Capa(mAh),Bat%(%),FM,1RSS(dB),2RSS(dB),RQly(%),RSNR(dB),ANT,RFMD,TPWR(mW),TRSS(dB),TQly(%),TSNR(dB),Rud,Ele,Thr,Ail,P1,P2,P3,SL1,SL2,SA,SB,SC,SD,SE,SF,SG,SH,LSW,CH1(us),CH2(us),CH3(us),CH4(us),CH5(us),CH6(us),CH7(us),CH8(us),CH9(us),CH10(us),CH11(us),CH12(us),CH13(us),CH14(us),CH15(us),CH16(us),CH17(us),CH18(us),CH19(us),CH20(us),CH21(us),CH22(us),CH23(us),CH24(us),CH25(us),CH26(us),CH27(us),CH28(us),CH29(us),CH30(us),CH31(us),CH32(us),TxBat(V)
2024-06-16,11:12:54.580,38.352218 15.217692,0.1,237.2,0,17,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-27,-41,100,12,0,7,10,-25,100,12,0,-4,-620,-13,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1198,1494,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:54.630,38.352252 15.217723,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-27,-41,100,12,0,7,10,-24,100,12,1,-3,-579,-18,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1218,1491,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:54.830,38.352208 15.217632,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-27,-41,100,12,0,7,10,-24,100,12,0,-3,-451,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1279,1500,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:55.030,38.352197 15.217719,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-27,-41,100,12,0,7,10,-24,100,12,0,-4,-366,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1321,1500,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:55.230,38.352196 15.217697,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-27,-40,100,12,0,7,10,-25,100,13,2,14,-370,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1319,1500,1507,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:55.430,38.352216 15.217694,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-27,-40,100,12,0,7,10,-24,100,14,0,42,-361,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1324,1500,1520,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:55.630,38.352190 15.217713,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-28,-39,100,12,0,7,10,-24,100,13,-1,2,-271,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1367,1500,1501,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:55.830,38.352244 15.217723,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-28,-39,100,12,0,7,10,-25,100,12,0,-44,-233,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1386,1500,1479,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:56.030,38.352211 15.217678,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.1,12.3,7,99,!ERR,-28,-39,100,12,0,7,10,-25,100,12,-1,-70,-197,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1404,1499,1467,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:56.230,38.352220 15.217710,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.4,7.4,9,99,!ERR,-30,-36,100,12,0,7,10,-28,100,13,1,23,-275,-3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1363,1500,1511,1501,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:56.430,38.352235 15.217697,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.4,7.4,9,99,!ERR,-30,-36,100,12,0,7,10,-27,100,13,0,42,-312,-2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1347,1499,1520,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:56.630,38.352281 15.217664,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.4,7.4,9,99,!ERR,-30,-37,100,12,0,7,10,-30,100,13,0,71,-297,-3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1355,1499,1534,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:56.830,38.352222 15.217671,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.4,7.4,9,99,!ERR,-30,-37,100,12,0,7,10,-27,100,13,-2,94,-328,-5,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1338,1498,1545,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:57.030,38.352285 15.217679,0.1,237.2,0,16,0.0,-0.02,0.05,-3.12,49.4,7.4,9,99,!ERR,-30,-33,99,12,0,7,10,-27,100,14,-3,62,-239,-2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1384,1500,1531,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:57.230,38.352260 15.217652,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,!ERR,-30,-33,99,12,0,7,10,-27,100,14,-1,-1,-201,-1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1402,1500,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:57.430,38.352195 15.217690,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,!ERR,-30,-33,99,12,0,7,10,-26,100,13,-31,69,-301,-16,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1353,1492,1533,1485,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:57.630,38.352257 15.217691,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,!ERR,-41,-31,100,12,1,7,10,-27,100,12,-26,53,-268,-3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1366,1499,1524,1488,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:57.830,38.352239 15.217720,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,!ERR,-41,-31,100,12,1,7,10,-28,100,12,-16,8,-184,0,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1410,1500,1502,1492,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:58.030,38.352273 15.217672,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,!ERR,-36,-32,100,12,1,7,10,-28,100,13,0,-81,-277,1,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1364,1500,1461,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:58.230,38.352270 15.217707,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-36,-32,100,12,1,7,10,-29,100,13,-2,-84,-283,3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1362,1501,1459,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:58.430,38.352238 15.217639,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-36,-32,100,12,1,7,10,-29,100,13,-1,-10,-200,22,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1402,1510,1495,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:58.630,38.352237 15.217696,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-36,-30,100,11,1,7,10,-26,100,13,-1,4,-251,44,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1377,1521,1502,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:58.830,38.352218 15.217714,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-36,-30,100,11,1,7,10,-26,100,13,-2,-5,-196,107,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1404,1552,1498,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:59.030,38.352256 15.217693,0.1,237.2,0,16,0.0,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-36,-30,100,11,1,7,10,-28,100,13,-1,0,-310,-153,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1348,1426,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:59.230,38.352217 15.217723,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-29,-29,100,12,1,7,10,-25,100,12,-1,-1,-263,-120,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1371,1442,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:59.430,38.352258 15.217684,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-29,-29,100,12,1,7,10,-27,100,12,-2,-5,-219,69,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1393,1533,1498,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:59.630,38.352239 15.217692,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-29,-29,100,12,1,7,10,-27,100,12,1,-4,-270,73,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1368,1535,1498,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:12:59.830,38.352194 15.217693,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-29,-30,100,12,0,7,10,-26,100,12,1,1,-282,-4,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1362,1498,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:13:00.030,38.352257 15.217704,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-29,-30,100,12,0,7,10,-27,100,13,-1,-1,-262,-34,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1372,1484,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:13:00.230,38.352264 15.217703,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-29,-29,100,12,1,7,10,-26,100,12,-2,1,-235,35,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1385,1517,1500,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:13:00.430,38.352243 15.217684,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-29,-29,100,12,1,7,10,-24,100,13,-1,38,-259,26,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1373,1512,1518,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:13:00.630,38.352279 15.217719,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-31,-35,100,12,0,7,10,-34,100,13,-1,50,-234,19,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1386,1508,1524,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:13:00.830,38.352246 15.217694,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-31,-35,100,12,0,7,10,-34,100,13,0,15,-250,12,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1378,1506,1507,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:13:01.030,38.352253 15.217651,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-31,-35,100,12,0,7,10,-30,100,13,-2,-4,-274,7,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1366,1503,1498,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.1
2024-06-16,11:13:01.230,38.352259 15.217665,0.1,237.2,0,16,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-41,-31,100,12,1,7,10,-27,100,13,-1,0,-247,3,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1379,1501,1500,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-06-16,11:13:01.430,38.352290 15.217647,0.8,148.5,3,17,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-41,-31,100,12,1,7,10,-27,100,13,0,-3,-237,-2,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1384,1499,1499,1500,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
2024-06-16,11:13:01.630,38.352200 15.217643,0.8,148.5,3,17,0.3,-0.04,0.05,-3.05,49.4,7.4,9,99,AIR,-41,-31,100,12,1,7,10,-27,100,13,-1,-15,-247,-14,1024,-1024,1024,1024,1024,-1,-1,-1,-1,1,-1,-1,-1,0x0000000000000050,1379,1493,1491,1499,2012,988,988,988,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,1500,8.0
